course_id;course_name;professor;department;semester;days;time;description
HIST-LIT  90EX;Queer Latinx Borderlands;Conners;History & Literature;2021 Fall;"[{""days"":""Th""}]";12:45pm -  2:45pm;What does Puerto Rican rapper Bad Bunny have to do with 16th century Mexico criminal archives? What does the Netflix series Pose (2018) have to do with the Treaty of Guadalupe Hidalgo (1848)? They converge in the queer borderlands, Chicana lesbian Gloria Anzaldúa’s spatial framework. Just as border studies has taught us that such encounters and crossroads exist far beyond literal borders, so too does this course delink from any geographical space, instead deploying Anzaldúa&r
SPANSH  50 001;Advanced Spanish II: Creative Writing and Performance;Gutierrez;Romance Languages & Lit;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;An advanced language course designed to strengthen and develop competence in written expression. Close reading of texts in literary and non-literary genres will help students refine personal style. The performance of short excerpts of plays, combined with advanced work on oral expression and phonetics, will help students increase their fluency and ease of expression.
EXPOS  40 004;Public Speaking Practicum;Stuart;Expository Writing;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";9:00am -  11:00am;Expos 40 is an elective within the Writing Program, and focuses on developing and strengthening the skills necessary for successful public speaking. Students learn strategies for impromptu speaking, preparing and delivering presentations, formulating and organizing persuasive arguments, cultivating critical thinking, engaging with an audience, using the voice and body, and building confidence in oral expression.Admission is by application only. See any of the Canvas sites for a link to the onlin
EXPOS  20 214;Expository Writing 20;Gold;Expository Writing;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
EXPOS  20 209;Expository Writing 20;Brown;Expository Writing;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
PSY  985;Junior Tutorial: Honors Thesis Preparation;Coombs;Psychology;2022 Spring;"[{""days"":""Th""}]";1:30pm -  2:45pm;Supervised reading and research with a faculty supervisor normally resulting in a thesis prospectus. Required, supplemental group meetings to discuss topic and supervisor selection, study methodology, prospectus writing, and the prospectus meeting. Graded SAT/UNS. Full prospectus or term paper required.
EXPOS  10 115;Introduction to Expository Writing;Bellanca;Expository Writing;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";1:30pm -  2:45pm;In Expos Studio 10, students practice analyzing sources, developing and organizing their ideas, and making arguments as they become familiar with the expectations of college writing. In small classes taking a hands-on approach, students work closely with instructors to learn strategies for drafting and revising clear, engaging essays. Students meet frequently in individual conferences with instructors to discuss their work, and the class also emphasizes collabo
MUSIC  14A;Harvard-Radcliffe Collegium Musicum;Clark;Music;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";4:30pm -  6:30pm;The Harvard-Radcliffe Collegium Musicum (“Collegium”) performs a dynamic and innovative repertoire for mixed voices (SATB), ranging from classical masterpieces to new compositions by renowned, emerging, and student composers. Through creative projects, tours, and community engagement, the ensemble fosters a passionate community of student musicians. Collegium frequently partners with local arts organizations, as well as the other Harvard Choruses—the Harvard Glee Club, and the
PSY  980AH;Psychology of Cults;Hooley;Psychology;2022 Spring;"[{""days"":""F""}]";12:45pm -  2:45pm;In November of 1978, 909 members of The People’s Temple perished in Jonestown, Guyana after drinking Kool Aid laced with cyanide. David Berg of the Children of God convinced his followers to abandon their monogamous marriages, encourage pedophilia, and allow their children to be sex trafficked. How do certain groups convince people to harm and even kill themselves and their children? This course will explore the psychological mechanisms that enable cults to form and to take human belief an
E-PSCI  99A;Tutorial - Senior Year;James;Earth & Planetary Sciences;2021 Fall;[];-  TBA;Research and writing of the senior thesis under faculty direction.
ZULU  BA;Intermediate Zulu;Mugane;African & African Amer Studies;2021 Fall;[];-  TBA;A study of Zulu a major language spoken in South Africa at the Intermediate level (Second year part 1). Contact hours supplemented by language lab sessions. Emphasis on written expression, reading comprehension, and oral fluency. Students are strongly enrcouraged to complete both terms of this course (parts AA and AB) within the same academic year. Students taking Zulu BA in the Spring must note that Zulu BB is offered only in the Spring and must therefore wait for Spring to complete the course.
ENGLISH  98R 002;Tutorial - Junior Year;Kirsch;English;2021 Fall;"[{""days"":""Th""}]";3:00pm -  5:00pm;Supervised small group junior tutorial in the study of literature in English.
ENGLISH  98R 001;Tutorial - Junior Year;Allen;English;2022 Spring;[];-  TBA;Supervised small group junior tutorial in the study of literature in English.
ZULU  BB;Intermediate Zuu;Mugane;African & African Amer Studies;2022 Spring;[];-  TBA;A study of Zulu a major language spoken in South Africa at the Intermediate level (Second year part 2). Contact hours supplemented by digital resources sessions. Emphasis on written expression, reading comprehension, and oral fluency. Students are strongly encouraged to take both parts of the course within the same academic year. The curriculum builds throughout the year. Students taking Zulu BA in the Spring must note that Zulu BB is offered only in the Spring.
SOCIOL  91R;Supervised Reading and Research;Dromi;Sociology;2021 Fall;[];-  TBA;Individual work in sociology under the supervision of teaching staff in the department. A graded supervised course of reading and research on a topic not covered by regular courses of instruction.
MATH  99R;Tutorial;Taubes;Mathematics;2021 Fall;[];-  TBA;Supervised small group tutorial. Topics to be arranged.
CHEM  98R;Introduction to Research - Junior Year;Tucci;Chemistry & Chemical Biology;2022 Spring;[];-  TBA;Research under the direction of, or approved by, a member of the faculty of the Department of Chemistry. This is a junior tutorial.
PHIL  34;Existentialism in Literature and Film;Kelly;Philosophy;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;"What is it to be a human being?  How can human beings live meaningful lives?  These questions will guide our discussion of theistic and atheistic existentialism and their manifestations in literature and film.  Material will include philosophical texts from Pascal, Kierkegaard, Nietzsche, Sartre, Camus, Beauvoir, Fanon; literature from Dostoevsky, Beckett; films from Jean-Luc Godard, Alain Resnais, Carol Reed."
EXPOS  20 225;Expository Writing 20;Rosefield;Expository Writing;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";12:00pm -  1:15pm;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
EXPOS  10 121;Introduction to Expository Writing;Turley;Expository Writing;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  1:15pm;In Expos Studio 10, students practice analyzing sources, developing and organizing their ideas, and making arguments as they become familiar with the expectations of college writing. In small classes taking a hands-on approach, students work closely with instructors to learn strategies for drafting and revising clear, engaging essays. Students meet frequently in individual conferences with instructors to discuss their work, and the class also emphasizes collabo
GOV  50;Data;Lo;Government;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  1:15pm;This course, an introduction to quantitative political science, will teach you how to answer questions with data, how to develop questions suited to empirical research, construct hypotheses, conduct descriptive analysis using statistical summaries and data visualizations, how to model relationships, how to assess uncertainty, and how to communicate your findings. Exercises both in and out of class will require students to engage with and apply various social science concepts, and to undertake qu
EXPOS  20 252;Expository Writing 20;Turley;Expository Writing;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
HIST-LIT  90FB;Asian America in Popular Culture;Huang;History & Literature;2021 Fall;"[{""days"":""W""}]";3:00pm -  5:00pm;The release of Crazy Rich Asians in 2018 was a significant cultural moment for Asian America: the first major Hollywood picture with a predominantly Asian American cast in over twenty years, the film was an immediate box office success, and followed by a proliferation of mainstream Asian American productions, including The Farewell, Indian Matchmaking, and Minari. This recent growth of Asian American media is especially remarkable, given that Asian America has been relatively invisible in the hi
HIST-LIT  97;Tutorial - Sophomore Year;Kaminsky;History & Literature;2022 Spring;[];-  TBA;History and Literature’s Sophomore Tutorial is a set of courses on different topics co-taught by faculty from different disciplines to immerse concentrators in the creative, rigorous, and rewarding work of interdisciplinary scholarship.
ECON  70;Personal Finance: Making Better Decisions and Building a Better Financial System;Campbell;Economics;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;People face a daunting array of problems in managing their financial lives.  Taking out student loans, managing bank accounts and credit cards, financing a home purchase with a mortgage, and saving for retirement are all major challenges.  There is evidence that many people lack the skills they need to meet these challenges.  This course has three goals.  The first objective is to give participants a basic grounding in financial literacy: principles of finance that we can use
FRSEMR  26K;Transformative Ideas in Brain Science: War, technology, and disease pioneered discovery;Macklis;Freshman Seminars;2021 Fall;"[{""days"":""Th""}]";3:00pm -  5:45pm;This seminar will offer an integrated historical-neurobiological-neurological introduction to foundational and transformative ideas in the ~3,700 year history of brain science, neuroscience, and “lay” neurology—all accessible to freshmen with interests from neuroscience and (molecular, developmental, organismic, evolutionary, or regenerative) biology to history and philosophy of science to neuroeconomics and medicine. No background will b
MUSIC  14B;Harvard-Radcliffe Collegium Musicum;Clark;Music;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";4:30pm -  6:30pm;The Harvard-Radcliffe Collegium Musicum (“Collegium”) performs a dynamic and innovative repertoire for mixed voices (SATB), ranging from classical masterpieces to new compositions by renowned, emerging, and student composers. Through creative projects, tours, and community engagement, the ensemble fosters a passionate community of student musicians. Collegium frequently partners with local arts organizations, as well as the other Harvard Choruses—the Harvard Glee Club, and the
SOC-STD  98SV;Capitalism, Time, and Value;Rosen;Social Studies;2022 Spring;"[{""days"":""M""}]";3:00pm -  5:00pm;"College students are often counseled to ""make the most valuable use of their time."" The ""budgeting"" of hours, days, and weeks of a semester often rests on an evaluation of how much time an activity is worth. In this tutorial we will explore how capitalism might shape the way we perceive, understand, and value time. We start from the premise that economic systems do more than organize the production and distribution of goods; they also help organize how we experience the world"
FRSEMR  71G;Americans at Work in the Age of Robots and Artificial Intelligence;Friedman;Freshman Seminars;2021 Fall;"[{""days"":""W""}]";3:00pm -  5:00pm;Where will the coming generation of Americans (say, today’s 18-year-olds) find jobs?  And will the jobs be worth having?  People have worried about losing their jobs to technology at least since the Luddites 200 years ago.  In the aggregate, they have been wrong.  The automobile put lots of stable boys and saddle makers out of work, but it created vastly more jobs making cars, and fueling them and repairing them, and it opened the way for whole new industries like roads
EXPOS  20 226;Expository Writing 20;Nee;Expository Writing;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
FRSEMR  21I;Evolution, Buddhism, and Ethics;Wakeley;Freshman Seminars;2021 Fall;"[{""days"":""W""}]";12:45pm -  2:45pm;Evolutionary genetics traces back to Darwin's (1859) idea of natural selection.  Darwin provided a compelling theory about how species change due to competition in reproducing populations, yet it remains difficult to understand, particularly when applied to ourselves.  To enable critical evaluation and discussion of ethical questions and to illustrate connections between science and Buddhism, about one third of this seminar will cover select details of evolutionary genetics.
GENED 1030;The Philosopher and the Tyrant;Damrosch;General Education;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";3:00pm -  4:15pm;Philosophers and politicians alike struggle to set the terms for living a good life in a world of conflict. Rulers seek guidance from their counselors, and philosophers have often dreamed of wielding real-world influence. Reading a series of masterpieces of philosophical thought and literary expression, we will examine some striking cases of relations between the pursuit of wisdom and the pursuit of power, from the extremes of conflict (the executions of Socrates, Han Fei, Jesus, Sir Thomas More
PORTUG  40;Advanced Portuguese I: Images of Brazil through Contemporary Cinema;Soares;Romance Languages & Lit;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;"In this advanced Portuguese language and culture course, you will explore Brazilian culture(s) through contemporary films. The course examines major Brazilian films in their historical, political, and social context. You will become familiar with relevant concepts in cultural studies and explore different modalities of Brazilian film in relation to the already established tradition of the 1960s ""Cinema Novo"". Students will have various opportunities to engage in interactive communicati"
JEWISHST  91R;Supervised Reading and Research;Stern;Near Eastern Languages & Civ;2022 Spring;[];-  TBA;Tutorial supervision of research in subjects not treated in regular courses.
SPANSH  40 006;Advanced Spanish Language I: Viewing the Hispanic World;Liander;Romance Languages & Lit;2021 Fall;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";1:30pm -  2:45pm;An advanced language and culture class that further develops linguistic competence using a region or regions of the Hispanic world as a focus for class discussion, grammar review, and an introduction to Hispanic social contexts and texts. Course materials may also include films, interviews, paintings, photography, music, selections from the press, as well as literary or historical readings. Frequent written and oral assignments, and a thorough review of grammar. Consult course website for curren
FRENCH  70C;Introduction to Francophone Literature;Rodriguez;Romance Languages & Lit;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";9:00am -  10:15am;This course offers a survey of the vast landscape of literary and cultural production of the French-speaking world. We will read and examine works by writers from the Maghreb, West Africa, the Caribbean, Southeast Asia, the Indian Ocean, and Québec, as we consider how literature amends historical narratives, maps individual and collective experiences, and grapples with the legacies of colonialism, slavery, and empire. Attending closely to works of literature as both aesthetic forms and hi
PHYSICS  15B;Introductory Electromagnetism;Arguelles Delgado;Physics;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  1:15pm;Electricity and magnetism. Topics include electrostatics, electric currents, magnetic field, electromagnetic induction, Maxwell’s equations, electromagnetic radiation, magnetic fields in materials, and some basic notions in kinetic theory, entropy, temperature, and phase transition associated with electricity and magnetism.
ITAL  99B;Tutorial - Senior Year;Camozzi Pistoja;Romance Languages & Lit;2022 Spring;[];-  TBA;Weekly individual instruction for students writing a senior thesis in Italian. Part two of a two part series.
EXPOS  10 112;Introduction to Expository Writing;Napier;Expository Writing;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;In Expos Studio 10, students practice analyzing sources, developing and organizing their ideas, and making arguments as they become familiar with the expectations of college writing. In small classes taking a hands-on approach, students work closely with instructors to learn strategies for drafting and revising clear, engaging essays. Students meet frequently in individual conferences with instructors to discuss their work, and the class also emphasizes collabo
HIST  12V;Identity and the Self in the Medieval Greek Tradition;Angelov;History;2021 Fall;"[{""days"":""T""}]";12:45pm -  2:45pm;This seminar explores the construction and complexity of identities in the Greek tradition (300-1500). Students will read fascinating narratives, biographies, and autobiographies, and will learn how to analyze them from historical and literary perspectives. Questions for discussion include political, religious, and ethnic identity in late antiquity and Byzantium, the meaning of being “Roman” and “Greek,” the plasticity of self-representation, and the interpretation of rel
GOV  94WP;Women in Politics;Saha;Government;2022 Spring;"[{""days"":""T""}]";9:45am -  11:45am;This course examines the causes and consequences of gender inequality in politics, the workforce, and the household. We will draw on theory and literature from political science and other disciplines to learn about cutting edge research in the field, focusing on the United States (with some application to other advanced democracies). What explains why women have not yet achieved equal political representation? How did gender play a role in the 2016 U.S. presidential election campaign and beyond?
HIST  12U;The Social Life of Science in East Asia;Miller;History;2022 Spring;"[{""days"":""T""}]";12:00pm -  2:00pm;Science and technology have very active social lives. They are present in nearly every aspect of modern life around the world, from the ways we feed ourselves to the ways we work, dress, and think. This class puts technology and science in their place, grounding them in specific environments and contexts. Our sites are all in East Asia—China, Korea, Taiwan, and especially Japan—with particular focus on the modern era, when East Asian factories and markets reshaped global economies an
SOC-STD  98SE;Race and Ethnicity in the United States;James;Social Studies;2022 Spring;"[{""days"":""W""}]";9:45am -  11:45am;The United States is more racially and ethnically diverse than at any point in its history. Yet racial and ethnic social categories remain persistent sources of inequality in American society. This tutorial will interrogate the relationships between race, ethnicity, and inequality, examining theoretical and empirical approaches across multiple social domains. Part I of the course will focus on the historical role of race in American political development. In the second half, we will shift to con
GOV  93B;Technology Science Practicum;Sweeney;Government;2021 Fall;"[{""days"":""Th""}]";3:00pm -  5:45pm;This practicum is a capstone to the Technology Science Program, designed to give students the opportunity to conduct original research and write a publication-ready research paper. In consultation with the instructor, students select a concrete technology-society conflict to address, produce autonomous research to analyze it, and provide a set of actionable recommendations or produce appropriate technology to solve it. Throughout the semester, students receive feedback both from their peers and
SPANSH  20 004;Intermediate Spanish: Language and Culture in the Hispanic World;Gutierrez;Romance Languages & Lit;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";1:30pm -  2:45pm;An intermediate language and culture class that aims to consolidate and expand the skills of listening comprehension, speaking, reading and writing in Spanish. Includes a comprehensive review of the grammar and reinforces linguistic acquisition through texts, movies, art and multi-media projects to acquaint students with cultural issues relevant to the Spanish-speaking world.
EXPOS  20 246;Expository Writing 20;Vincent;Expository Writing;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";3:00pm -  4:15pm;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
EXPOS  40 009;Public Speaking Practicum;Nishri;Expository Writing;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";9:00am -  11:00am;Expos 40 is an elective within the Writing Program, and focuses on developing and strengthening the skills necessary for successful public speaking. Students learn strategies for impromptu speaking, preparing and delivering presentations, formulating and organizing persuasive arguments, cultivating critical thinking, engaging with an audience, using the voice and body, and building confidence in oral expression.Admission is by application only. See any of the Canvas sites for a link to the onlin
ECON  985B;Econ 985: Senior Thesis Research;Gajwani;Economics;2022 Spring;[];-  TBA;"Workshop for seniors writing economics theses, taught in classes of approximately 12 students each. Emphasis on choice of research topics, methodology, and writing. Students are required to complete written and oral presentations of their work in progress. Part one of a two-part series; students must complete both terms of this course (parts A and B) within the same academic year in order to receive credit. This seminar is required for economics concentrators writing senior theses. Thesis writer"
ENGLISH  CNSR;Narrative Science Journalism: Workshop;Pollan;English;2021 Fall;"[{""days"":""W""}]";3:00pm -  5:45pm;"The arc of this workshop will trace the process of researching and writing a single long piece of science journalism: finding and pitching story ideas; reporting in depth and at length; outlining and structuring your story; choosing a narrative voice and strategy, crafting leads and “overtures,” and making connections between your story and its larger contexts.  As a group, we’ll also work as editors on one another’s ideas and pieces. And since reading good prose is"
PHYSCI  3;Electromagnetism, Circuits, Waves, Optics, and Imaging;franklin;Physics;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";9:00am -  10:15am;This course is an introduction to electromagnetism, digital information, waves, optics and sound. Topics covered include: electric and magnetic fields, electrical potential, circuits, simple digital circuits, wave propagation in various media, microscopy, sound and hearing. The course will draw upon a variety of applications to the biological sciences and will use real-world examples to illustrate many of the physical principles described. There are six laboratories.
SCRB  91R;Introduction to Research;Holmes;Stem Cell & Regenerative Biol;2022 Spring;[];-  TBA;Laboratory research in topics related to the Human Developmental and Regenerative Biology Concentration under the direction of, or approved by, members of the Department of Stem Cell and Regenerative Biology, Principal Faculty of the Harvard Stem Cell Institute, or others with permission. A paper must be submitted to the laboratory sponsor and to the HDRB Concentration Office for review by the Course Director and Head Tutors.
ESPP  90G;The Law and Policy of Climate Change: Influencing Decision Makers;Joroff;Envi Science & Public Policy;2021 Fall;"[{""days"":""W""}]";6:00pm -  8:30pm;Empirical data demonstrate that the climate is changing and that these changes could produce increasingly serious consequences over the course of this century.  Governments and private actors around  the world are strategizing, debating, lobbying, implementing, and defending mechanisms to both mitigate and adapt to the impacts of climate change.  This course will explore (i) the legal framework in which climate change action occurs in the United States, (ii) policy tools available
SPANSH  40 002;Advanced Spanish Language I: Viewing the Hispanic World;Liander;Romance Languages & Lit;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";9:00am -  10:15am;An advanced language and culture class that further develops linguistic competence using a region or regions of the Hispanic world as a focus for class discussion, grammar review, and an introduction to Hispanic social contexts and texts. Course materials may also include films, interviews, paintings, photography, music, selections from the press, as well as literary or historical readings. Frequent written and oral assignments, and a thorough review of grammar. Consult course website for curren
SAS  99RB;Tutorial - Senior Year;Delacy;South Asian Studies;2022 Spring;[];-  TBA;Students must complete both terms of this course (parts A and B) within the same academic year in order to receive credit.
HEB  99A;Tutorial - Senior Year;Lawrence;Human Evolutionary Biology;2021 Fall;"[{""days"":""T""}]";3:00pm -  4:15pm;Research and writing of the Senior Thesis.
RELIGION  91R;Supervised Reading and Research;Lamberth;Religion, The Study of;2021 Fall;[];-  TBA;Religion 91R is a course of supervised reading and research on a special topic in the Study of Religion. The course involves close reading and written work, both of which are evaluated by the faculty director with a letter grade and written comments. Students who wish to enroll in a 91R must receive the approval of the Director of Undergraduate Studies. 91R is ordinarily open only to concentrators. The instructor of the course must be a member of the Harvard faculty.
MBB  980F;Creativity Research: Eccentrics, Geniuses, and Harvard Students;Carson;Mind, Brain & Behavior;2021 Fall;"[{""days"":""T""}]";3:00pm -  5:00pm;Examines human creativity from three perspectives: a) empirical research sources, b) case studies of eminent creative achievers, and c) ourselves as creative subjects. Topics include the definition and measurement of creativity, the creative process, the neuroscience of creativity, the creative personality, the role of family life and culture in creativity, the relationship of creativity to IQ, gender differences, and the relationship of creativity to psychopathology. The course format will cons
PHIL  98 001;Tutorial II;Chen;Philosophy;2021 Fall;"[{""days"":""W""}]";12:00pm -  2:45pm;Required of all concentrators.
ENG-SCI  96;Engineering Problem Solving and Design Project;Mitragotri;Engineering Sciences;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";9:45am -  12:30pm;Semester-long team-based project providing experience working with clients on complex multi-stakeholders real problems. Course provides exposure to problem definition, problem framing, qualitative and quantitative research methods, modeling, generation and co-design of creative solutions, engineering design trade-offs, and documentation/communication skills. Ordinarily taken in the junior year.
EXPOS  20 240;Expository Writing 20;Vincent;Expository Writing;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";3:00pm -  4:15pm;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
SOC-STD  98TE;Democracy and Education in America;Willison;Social Studies;2021 Fall;"[{""days"":""W""}]";3:00pm -  5:00pm;This course is organized around three crucial questions: (1) What does a truly democratic society require of its educational institutions? (2) How well do our current educational institutions—especially our K-12 schools—live up to the standard set by question 1? (3) What approaches, at the level of both pedagogy and policy, should we take to make our school system more democratic? We’ll address these questions in conversation with philosophers (like John Dewey, Paolo Freire, an
INDSTUDY  1 008;Independent Study;Lockwood;No Department;2021 Fall;[];-  TBA;Independent Study is designed to provide credit for field research, academic study not available in regular course work, or practice or performance in the arts. What distinguishes a suitable project is the application of analytical skills to the object of Independent Study.  Any sophomore, junior, or senior whose previous record is satisfactory may petition to undertake Independent Study for non-letter-graded credit.  Students may access the petition for Independent Study on the Office
AFVS  53AR;Fundamentals of Animation;Lingford;Art, Film, and Visual Studies;2022 Spring;"[{""days"":""Th""}]";12:00pm -  4:15pm;An introduction to the possibilities of animation. Using a mixture of traditional and 2D digital tools, students will complete practical exercises which will familiarize them with basic skills and techniques. Screenings and discussions will help develop the specialized thinking needed to understand the discipline.
FRENCH  11 001;Beginning French II: Paris in Virtual Reality;Mills;Romance Languages & Lit;2021 Fall;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";9:00am -  10:15am;This second course in the Beginning French sequence will immerse you in the French language and Parisian life. You will discuss what it means to be Parisian from the point of view of diverse Parisians and compare real versus imagined perceptions of Paris through immersive virtual reality experiences and interactive discussions with native French speakers. Through the exploration of various course themes centered around Parisian culture, you will begin to be able to speak and write in the past, p
GENED 1049;East Asian Cinema;Li;General Education;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";12:00pm -  1:15pm;This course introduces major works, genres, and waves of East Asian cinema from the silent era to the present, including films from Mainland China, Japan, Korea, Taiwan, and Hong Kong. We will discuss issues ranging from formal aesthetics to historical representation, from local film industries to transnational audience reception.This course does not assume prior knowledge of East Asian culture or of film studies, but rather seeks to provide students with a basic understanding of modern East Asi
EXPOS  20 201;Expository Writing 20;Alqera;Expository Writing;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
MUSIC  18A;Harvard Jazz Band;Terry;Music;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";7:15pm -  9:15pm;The Harvard Jazz Band was created in 1971 by Director of Bands Tom Everett when he first arrived at the University. Passionate that exposure to this unique American art form be part ofstudents’ education, he created a rag-tag jazz band of primarily Harvard [marching] Bandrecruits. Since its inception, the Harvard Jazz band has served as the vehicle for students across disciplines to study and learn the jazz canon. Over the years, the Jazz Band has focused on the literature of Duke Ellingto
SOCIOL  99B;Senior Tutorial;Dromi;Sociology;2022 Spring;[];-  TBA;Supervision of theses or other honors projects.  Part two  (B) of a two part series.
HISTSCI  97 002;Tutorial - Sophomore Year;Harrington;History of Science;2022 Spring;"[{""days"":""M""}]";12:45pm -  2:45pm;Sophomore tutorial is a hands-on course that introduces students to some of the most exciting and productive questions in the history of science, technology and medicine, while developing critical reading, presentation and discussion skills. Small groups of students will tackle different aspects of a larger theme each week and share discoveries in sessions led by the faculty instructor. The course will be further enhanced by a series of supervised individual projects.
FRENCH  20 003;Intermediate French: Francophone Culture in Local Communities;Turman;Romance Languages & Lit;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";12:00pm -  1:15pm;In this intermediate-level language course we will explore cultural topics such as music, dance, and cuisine in French-speaking countries around the world. We will in turn expand our discovery of Francophone cultures through conversations with online language partners, interactive discussions with French-speaking guests, and exploration of local Francophone communities. Themes such as family life in West Africa, sustainability in the French-speaking Pacific, and First Nation dancers in Quebec wi
COMPSCI  51 001;Abstraction and Design in Computation;Chong;Computer Science;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";12:45pm -  2:00pm;Fundamental concepts in the design of computer programs, emphasizing the crucial role of abstraction. The goal of the course is to give students insight into the difference between programming and programming well. To emphasize the differing approaches to expressing programming solutions, you will learn to program in a variety of paradigms -- including functional, imperative, and object-oriented. Important ideas from software engineering and models of computation will inform these different view
HIST  91R;Supervised Reading and Research;Miller;History;2022 Spring;[];-  TBA;Limited to juniors and seniors. Students wishing to enroll must petition the DUS for approval, stating the proposed project, and must have the consent of the proposed instructor. Ordinarily, students are required to have taken some course work as background for their project.
MATH  25B;Theoretical Linear Algebra and Real Analysis II;Cain;Mathematics;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";9:00am -  10:15am;A rigorous treatment of basic analysis. Topics include: convergence, continuity, differentiation, the Riemann integral, uniform convergence, the Stone-Weierstrass theorem, Fourier series, differentiation in several variables. Additional topics, including the classical results of vector calculus in two and three dimensions, as time allows.
AFRIKAAN  AB;Elementary Afrikaans;Mugane;African & African Amer Studies;2022 Spring;[];-  TBA;A study of Afrikaans a major language spoken in South Africa at the Elementary level (First year part 2). Contact hours supplemented by digital resources. Emphasis on written expression, reading comprehension, and oral fluency. Students are strongly encouraged to take both parts of the course within the same academic year. The curriculum builds throughout the year.
